sir_id,event_signature,source_rows_in_signature,min_report_date,max_report_date,source_files
11760/2022,"2022-04-28||2022-04-19||Bulgaria-Turkey border area||A forest in Bulgaria, near the Turkey-Bulgaria border, within the JO Terra 2022 operational area.||land||2||0||0||3",1,2022-04-28,2022-04-28,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf
11776/2021,"2021-05-20||2021-04-13||Lesvos, Greece||North of Lesvos, Greece||sea||||||||4",1,2021-05-20,2021-05-20,pdfs/pad-2025-00371/12779_13038-2020_and_10113_10824_10904_10908_11099_11446_11776_11750-2021.pdf
11780/2022,"2022-07-13||2022-04-16||Albania, Greece, Montenegro, Bosnia and Herzegovina||Albanian-Greek border near Ktismata, Greece, following transfer from Montenegro and detention in Albania.||land||0||0||0||2",1,2022-07-13,2022-07-13,pdfs/pad-2022-00420/sir2.pdf
11780/2022,"2022-07-13||2022-04-16||Montenegro, Albania, Greece||Montenegro, Albania, Albanian-Greek border, Greece (near Ktismata and Delvinaki A)||mixed||0||0||0||2",1,2022-07-13,2022-07-13,pdfs/pad-2025-00371/11780-2022.pdf
11780/2022,"2022-07-13||2022-04-16||Albania, Greece||Albanian-Greek border near Delvinaki A, Greece||land||0||0||0||2",1,2022-07-13,2022-07-13,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
11794/2021,"2021-05-21||2020-10-20||Rhodes and Symi Islands, Greece||Rhodes and Symi Islands||sea||0||0||0||1",1,2021-05-21,2021-05-21,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
11797/2021,"2021-05-21||2021-04-13||Lesvos island, Greece||North of Lesvos island||sea||0||0||0||1",1,2021-05-21,2021-05-21,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf
11807/2024,2024-11-27||2024-04-23||Serbia||Serbian territory near the border with Bulgaria||land||0||1||0||1,1,2024-11-27,2024-11-27,pdfs/pad-2025-00011-1/11807_2024_Final_SIR_-_rps.pdf
11807/2024,||||Serbia-Bulgaria border area||Near Serbia-Bulgaria border||land||0||0||0||2,1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_2_SIR_Country_Profile_Serbia_redacted.pdf
11843/2021,"2021-05-25||2021-05-16||Greece||Sea area near Samos, Greece||sea||0||0||0||2",1,2021-05-25,2021-05-25,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
11855/2024,2024-07-26||2024-04-XX||Unknown (redacted)||Airport facility during pre-departure phase of a return operation||facility||0||0||0||3,1,2024-07-26,2024-07-26,pdfs/sir-11855_2024_fro-final-report_-redacted-1/sir-11855_2024_fro-final-report_-redacted-1.pdf
11855/2024,"2024-07-26||||Redacted country of return||Airport facility during a return operation, in a search room.||facility||0||0||0||3",1,2024-07-26,2024-07-26,pdfs/pad-2024-00234/SIR_11855_2024_FRO_Final_Report__redactions_p.pdf
11859/2020,2020-07-29||2020-07-27||Greece||Greek territorial waters||sea||||||||1,2,2020-07-29,2020-07-29,pdfs/pad-2020-00215/SIR_11859_(2).pdf | pdfs/pad-2020-00246/SIR_11859_(2).pdf
11859/2020,"2020-07-29||2020-07-27||Greece (Chios), Turkey (Aegean Sea)||South of Chios, Greek territorial waters, incident concluded in Turkish territorial waters.||sea||||||||0",1,2020-07-29,2020-07-29,pdfs/pad-2020-00215/Releasable_ANNEX2_118592020_Initial_SIR_-_JO_Poseidon_2020_Migrants_detected_in_Greek_territorial_waters_returned_to_Turkey.pdf
11859/2020,"2020-07-29||2020-07-27||Greece (Chios), Turkey||South of Chios, Greek territorial waters, later Turkish territorial waters||sea||0||0||0||0",1,2020-07-29,2020-07-29,pdfs/pad-2020-00246/Releasable_ANNEX2_118592020_Initial_SIR_-_JO_Poseidon_2020_Migrants_detected_in_Greek_territorial_waters_returned_to_Turkey.pdf
11859/2020,2020-07-29||2020-07-27||Greek territorial waters||Greek territorial waters||sea||||||||1,1,2020-07-29,2020-07-29,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
11860/2020,"2020-07-29||2020-07-27||Greece (Chios), Aegean Sea||South of Chios, Greek territorial waters||sea||0||0||0||1",1,2020-07-29,2020-07-29,pdfs/pad-2020-00215/SIR_11860_releasable.pdf
11860/2020,"||2020-07-27||Chios Island, Greece||Greek Territorial waters near Chios Island, Aegean Sea||sea||0||0||0||2",1,,,pdfs/sea-borders-surveillance-report-2020-1/sea-borders-surveillance-report-2020-1.pdf
11860/2020,"2020-07-29||2020-07-27||Greece, Turkey, Aegean Sea||South of Chios, initially in Greek territorial waters, concluded in Turkish territorial waters.||sea||0||0||0||1",1,2020-07-29,2020-07-29,pdfs/pad-2020-00246/SIR_11860_releasable.pdf
11868/2022,"2022-05-05||2022-05-05||Albania||Operational Area, Albania||land||0||0||0||1",1,2022-05-05,2022-05-05,pdfs/pad-2023-00450/SIR_Albania_2022_part_1.pdf
11911/2020,"2020-08-05||2020-08-04||Greece||Highway in Evros region, Greece||land||9||3||0||0",1,2020-08-05,2020-08-05,pdfs/pad-2020-00167/SIR_Part_1.pdf
11934/2020,"2020-08-07||2020-08-04||Lesvos, Greece||Lesvos, Greek territorial waters||sea||||||||2",1,2020-08-07,2020-08-07,pdfs/pad-2025-00339/11934-2020_redacted.pdf
11934/2020,"2020-08-07||2020-08-11||Greece, Aegean Sea||East of Lesvos, Greek territorial waters||sea||0||0||0||1",1,2020-08-07,2020-08-07,pdfs/pad-2020-00215/Redacted_11934.pdf
11934/2020,"||2020-08-05||Aegean Sea (Greek/Turkish border)||Greek Territorial waters, towed eastward towards Turkish Territorial waters, Aegean Sea||sea||0||0||0||2",1,,,pdfs/sea-borders-surveillance-report-2020-1/sea-borders-surveillance-report-2020-1.pdf
12021/2024,2024-05-18||2024-05-17||North Macedonia||North Macedonia||land||0||1||0||1,1,2024-05-18,2024-05-18,pdfs/pad-2024-00429/Redacted_SIR_12021_2024.pdf
12044/2022,"2022-08-30||2022-05-14||Spain; Morocco (SAR zone); Alboran Sea||Alboran Sea, near Almeria, Spain, within Moroccan SAR zone.||sea||||||||1",1,2022-08-30,2022-08-30,pdfs/pad-2025-00371/12044-2022.pdf
12048/2022,2022-05-18||2022-05-12||Maltese SAR area||Maltese Search and Rescue (SAR) area||sea||0||0||0||2,1,2022-05-18,2022-05-18,pdfs/pad-2022-00278-document-1/pad-2022-00278-document-1.pdf
12048/2022,2022-05-18||2022-05-12||Maltese SAR area||Maltese Search and Rescue area||sea||||||||0,1,2022-05-18,2022-05-18,pdfs/pad-2022-00328/Documents_1.pdf
12048/2022,"||2022-05-12||Malta SAR zone||Malta Search and Rescue (SAR) zone, possibly near Malta Bank (MB)||sea||||||||0",1,,,pdfs/pad-2022-00328/List_-1.pdf
12048/2022,"2022-05-18||2022-05-12||Maltese Search and Rescue area, Libyan search and rescue zone||Migrant boat sighted in Maltese Search and Rescue area, previously in Libyan SAR zone.||sea||||||||0",1,2022-05-18,2022-05-18,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf
12070/2023,"||||Aegean Sea, Greece||Greek islands (Aegean Sea)||mixed||||||||3",1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf
12084/2022,"2022-09-20||2022-05-07||Greece, Turkey, Samos Island, Aegean Sea||Sea area near Samos Island, within Greek territorial waters, eventually moving to Turkish Territorial Waters.||sea||||||||4",1,2022-09-20,2022-09-20,pdfs/pad-2025-00371/12084.2022.pdf
12084/2022,"2022-09-20||2022-05-07||Greece||Sea area of Samos Island, inside Greek territorial waters, near Turkish Territorial Waters.||sea||||||||4",1,2022-09-20,2022-09-20,pdfs/pad-2022-00419-documents-1/pad-2022-00419-documents-1.pdf
12085/2021,"2021-06-11||2021-06-10||Aegean Sea, near Turkey||Maritime borderline, inside Turkish Territorial Waters (TTW), Aegean Sea.||sea||0||0||0||0",1,2021-06-11,2021-06-11,pdfs/pad-2022-00310/PAD-2022-00310-documents_2.pdf
12123/2023,2023-05-26||2023-05-20||Albania||Near a river in Albania||land||0||0||0||0,1,2023-05-26,2023-05-26,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf
12137/2022,"2022-05-25||2022-05-27||Greece||Islet in Evros river, Greece||land||||||||4",1,2022-05-25,2022-05-25,pdfs/pad-2022-00332/Documents_2.pdf
12137/2022,"2022-05-27||2022-05-24||Evros river, Greece||An islet in Evros river near Didimotiho, Greece||land||||||||5",1,2022-05-27,2022-05-27,pdfs/pad-2022-00332/Documents_3B.pdf
12142/2021,"2021-06-16||2021-06-12||Greece||Text Removed - Operational Area, Greece||sea||0||0||0||2",1,2021-06-16,2021-06-16,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12143/2021,"2021-06-16||2021-06-13||Turkish territorial waters||At the border within Turkish territorial waters, near Greece||sea||0||0||0||2",1,2021-06-16,2021-06-16,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12168/2020,"2020-09-07||2020-09-07||Greece||Highway in Evros region, Greece||land||0||7||0||0",1,2020-09-07,2020-09-07,pdfs/pad-2020-00167/SIR_Part_1.pdf
12239/2020,2020-09-15||2020-09-14||Operational Area||Operational Area||sea||4||0||14||0,1,2020-09-15,2020-09-15,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
12240/2021,"2021-06-23||2021-06-23||Italy||Text Removed - Operational Area, Italy||facility||0||0||0||2",1,2021-06-23,2021-06-23,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12280/2024,"2024-12-20||2024-05-23||Greece, Aegean Sea, Samos||Greek territorial waters, near Samos island, northwest of Karlovasi, at approximately 37.955 N, 27.000 E.||sea||0||0||0||3",1,2024-12-20,2024-12-20,pdfs/pad-2025-00011-1/SIR_12280-2024_redacted_scanned.pdf
12286/2021,2021-06-25||2021-06-24||North Macedonia-Greece border||N Macedonian-Greek border area||land||0||0||0||2,1,2021-06-25,2021-06-25,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12288/2022,"2022-06-03||2022-05-27||Greece||Islet in Evros River, Greek side of the border, near Didymoteicho||land||||||||1",1,2022-06-03,2022-06-03,pdfs/pad-2022-00332/Documents_6.pdf
12288/2022,"2022-06-03||2022-05-27||Greece||Islet in Evros River, Greek side, near Didymoteicho, Greece||land||0||0||0||1",1,2022-06-03,2022-06-03,pdfs/pad-2025-00371/11494_11619_11701_12288-2022.pdf
12294/2021,"2021-06-26||2021-06-26||Bulgaria||Text Removed - Operational Area, Bulgaria||land||0||0||0||2",1,2021-06-26,2021-06-26,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12294/2021,2021-06-26||2021-06-26||Bulgaria||Bulgaria||land||0||0||0||0,1,2021-06-26,2021-06-26,pdfs/pad-2022-00465/Documents01.pdf
12299/2021,"2021-06-27||2021-06-16||Greece||Sea area near Agathonisi and Samos, Greece||sea||0||0||0||3",1,2021-06-27,2021-06-27,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
12318/2022,"2022-09-16||2022-05-25||Maltese SRR, Tunisian Territorial Waters||Maltese SRR - Tunisian Territorial Waters||sea||||||||3",1,2022-09-16,2022-09-16,pdfs/pad-2022-00328/Documents_1.pdf
12318/2022,"2022-09-16||2022-05-25||Maltese SRR, Tunisian Territorial Waters||Alleged shipwreck inside Maltese SRR - Tunisian Territorial Waters.||sea||||||||3",1,2022-09-16,2022-09-16,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf
12318/2022,"||||Tunisian TTW, Maltese SAR zone||Tunisian Territorial Waters (TTW) and Maltese Search and Rescue (SAR) zone||sea||||||||0",1,,,pdfs/pad-2022-00328/List_-1.pdf
12328/2022,||2022-05-29||Lithuania-Belarus border||Border between Belarus and Lithuania||land||0||0||0||4,1,,,pdfs/pad-2025-00371/12328_2022.pdf
12332/2022,"2022-08-19||2022-06-03||Albania, Greece||Albania-Greece border area near Kapshtice||land||0||0||0||2",1,2022-08-19,2022-08-19,pdfs/pad-2025-00371/12332-2022.pdf
12332/2022,"2022-08-19||2022-06-03||Albania, Greece||Near the land border between Albania and Greece, in the area of BCU Kapshtice, close to Trestenik.||land||0||0||0||2",1,2022-08-19,2022-08-19,pdfs/pad-2022-00420/sir3.pdf
12332/2022,"2022-08-19||2022-06-03||Albania, Greece||Albanian-Greek border near Kapshtice and Trestenik||land||0||0||0||2",1,2022-08-19,2022-08-19,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
12350/2021,"2021-06-30||2021-06-30||Italy||Near Lampedusa, Sicily, Italy||sea||7||||9||1",1,2021-06-30,2021-06-30,pdfs/pad-2025-00419/12350-2021_NF3_red_dp_BG_3F_mp.pdf
12352/2021,"2021-06-30||2021-06-26||Greece||Inside Greek territorial waters, near the border line||sea||0||0||0||2",1,2021-06-30,2021-06-30,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12357/2022,"2022-09-29||2022-05-07||Greece||Kos island, Greece||land||0||3||0||3",1,2022-09-29,2022-09-29,pdfs/pad-2025-00371/12357_2022.pdf
12358/2020,"2020-09-30||2020-09-29||Greece||Evros region, Greece, near the Bulgarian border||land||0||15||0||3",1,2020-09-30,2020-09-30,pdfs/pad-2025-00339/12358-2020_redacted.pdf
12381/2024,"2024-06-12||2024-06-03||Bulgaria||Bulgaria, within the operational area of JO Bulgaria Land 2024||land||||||||5",1,2024-06-12,2024-06-12,pdfs/pad-2024-00377/SIR_12381-2024.pdf
12388/2023,2023-06-12||2023-06-12||Italy||Accommodation in Italy||facility||0||0||0||0,1,2023-06-12,2023-06-12,pdfs/pad-2025-00146/SIR_12388_2023_Redacted.pdf
12393/2021,"2021-07-02||2021-07-01||Aegean Sea, Samos Island, Turkish territorial waters||Sea area near Samos Island, within Turkish territorial waters||sea||||||||4",1,2021-07-02,2021-07-02,pdfs/pad-2025-00367/12393_2021.pdf
124/2015,"2015-08-31||2015-08-29||Aegean Sea (near Rhodes, Greece)||Sea area, likely near Rhodes, Greece||sea||1||1||||1",1,2015-08-31,2015-08-31,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf
12403/2021,"2021-07-04||2021-07-02||Tunisian SRR||Vicinity of Text Removed - Operational Area, inside Tunisian Search and Rescue Region (SRR)||sea||0||0||43||3",1,2021-07-04,2021-07-04,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12403/2021,"2021-07-04||2021-07-02||Tunisia SRR||At sea, 8 nautical miles off the coast of Tunisia, within the Tunisian Search and Rescue Region (SRR) and Flight Information Region (FIR).||sea||43||||||1",1,2021-07-04,2021-07-04,pdfs/pad-2025-00419/12403-2021_redacted2.pdf
12434/2024,2024-06-14||2024-06-04||North Macedonia||North Macedonia||land||0||0||0||1,1,2024-06-14,2024-06-14,pdfs/pad-2024-00429/Redacted_SIR_12434_2024.pdf
12460/2023,2023-07-27||2023-05-28||Libyan SRR||Libyan Search and Rescue Region||sea||0||4||0||3,1,2023-07-27,2023-07-27,pdfs/pad-2025-00146/12460_2023__SIR_redacted.pdf
12472/2023,2023-06-15||2023-06-15||Operational area||Unknown location in an operational area||unknown||0||0||0||1,1,2023-06-15,2023-06-15,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf
12480/2022,"2022-12-22||2022-06-14||Albania, Greece||Albanian-Greek border||land||0||0||0||2",1,2022-12-22,2022-12-22,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
12480/2022,"2022-12-22||2022-06-14||Albania, Greece border||Albanian territory, near the border with Greece||land||0||0||0||2",1,2022-12-22,2022-12-22,pdfs/pad-2025-00371/10548_12480_12816_12941_13269-2022.pdf
12514/2024,"2025-05-30||2024-05-29||Poland-Belarus border||Terespol-Brest Border Crossing Point, Poland-Belarus border||land||0||0||0||4",1,2025-05-30,2025-05-30,pdfs/pad-2025-00330-1/SIR_12514_2024_redacted2.pdf
12515/2024,"2024-12-17||2024-06-02||Bulgaria||Kula - Vidiv road, Bulgaria||land||0||1||0||1",1,2024-12-17,2024-12-17,pdfs/pad-2025-00011-1/SIR_12515-2024_FRO_Final_Report.redacted_printed_scanned.pdf
12523/2021,"2021-07-13||2021-07-13||Ghana||Kotoka International Airport, Accra, Ghana||facility||||||||2",1,2021-07-13,2021-07-13,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
12524/2021,"2021-07-13||2021-07-13||Albania||Korçë, Albania||land||||||||3",1,2021-07-13,2021-07-13,pdfs/pad-2025-00371/11843_12299_12523_12524_13160_13850-2021.redacted.pdf
12584/2022,"2022-10-18||||Greece||Samos, Chios, Leros islands and Evros region, Greece||mixed||||||||4",1,2022-10-18,2022-10-18,pdfs/pad-2025-00371/12584.2022.pdf
12584/2022,"2022-10-18||||Greece||Multiple locations in Greece: Samos, Chios, Leros islands, and Evros river region.||mixed||||||||4",1,2022-10-18,2022-10-18,pdfs/pad-2022-00419-documents-1/pad-2022-00419-documents-1.pdf
12587/2021,"2021-07-18||2021-07-18||Albania||Albania, on the road from Text Removed - Operational Area to Tirana Airport||land||0||1||0||2",1,2021-07-18,2021-07-18,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12595/2023,"||||Pylos, Greece||Pylos, Greece (sea area)||sea||||||||1",1,,,pdfs/pad-2025-00076_157/45th_MB_Report_Annex_1_SIR_Country_Profile_Greece_redacted.pdf
12600/2023,2023-06-23||2023-06-22||Albania||Residential apartment in Albania||facility||1||0||0||0,1,2023-06-23,2023-06-23,pdfs/pad-2023-00450/Albnia_SIR_2023.pdf
12603/2022,"2022-09-21||2022-06-15||Greece||Sea area near Samos island, inside Greek Hellenic Territorial Waters, near Turkish Territorial Waters.||sea||||||||4",1,2022-09-21,2022-09-21,pdfs/pad-2022-00419-documents-1/pad-2022-00419-documents-1.pdf
12603/2022,"2022-09-21||2022-06-15||Samos, Greece, Turkey (Territorial Waters)||Sea area near Samos island, Hellenic Territorial Waters, close to Turkish Territorial Waters.||sea||0||0||0||4",1,2022-09-21,2022-09-21,pdfs/pad-2025-00371/12603.2022.pdf
12604/2020,"2020-10-30||2020-10-30||Aegean Sea (near Chios, Greece / Turkey border)||Sea area near Chios, approximately 1.5 nautical miles from the Turkish borderline.||sea||0||0||0||1",1,2020-10-30,2020-10-30,pdfs/pad-2020-00246/SIR_12604_releasable.pdf
12604/2020,"2020-10-30||2020-10-30||Aegean Sea, near Chios, Greece/Turkey border area||Sea area near Chios, 1-1.5 NM from the border line, Southern operational area.||sea||||||||1",1,2020-10-30,2020-10-30,pdfs/pad-2020-00215/Releasable__Annex_ii_12604.pdf
12604/2020,"2020-10-30||2020-10-30||Aegean Sea (near Chios, Greece/Turkey border)||Near Chios Port, 1.5 nautical miles from Turkish borderline||sea||0||0||0||1",1,2020-10-30,2020-10-30,pdfs/pad-2020-00215/SIR_12604_releasable.pdf
12604/2020,"||2020-10-30||Aegean Sea (Greek/Turkish border)||Greek Territorial waters, near the Greek-Turkish border, Aegean Sea||sea||0||0||0||3",1,,,pdfs/sea-borders-surveillance-report-2020-1/sea-borders-surveillance-report-2020-1.pdf
12634/2022,||||Libyan SAR zone||Libyan Search and Rescue (SAR) zone||sea||||||||0,1,,,pdfs/pad-2022-00328/List_-1.pdf
12634/2022,"2022-08-02||2022-06-02||Tunisian SAR zone, Libyan SAR zone||Migrant boat sighted in Tunisian SAR zone, then in Libyan SAR zone where interception occurred.||sea||||||||4",1,2022-08-02,2022-08-02,pdfs/pad-2025-00371/10347_12634_12318_12048-2022.pdf
12634/2022,"2022-08-02||2022-06-02||Tunisian SAR zone, Libyan SAR zone||Tunisian and Libyan SAR zones||sea||||||||2",1,2022-08-02,2022-08-02,pdfs/pad-2022-00328/Documents_1.pdf
12678/2020,"2020-11-09||2020-11-07||Aegean Sea (Greece/Turkey)||Aegean Sea, near Samos island, between Turkey and Greece, within the operational area of Joint Operation Poseidon 2020.||sea||1||0||0||0",1,2020-11-09,2020-11-09,pdfs/pad-2022-00306-doc/pad-2022-00306-doc.pdf
12702/2020,"2020-11-11||2020-11-11||Central Mediterranean Sea||Central Mediterranean Sea, near 33.3827777777, 12.3833333333||sea||5||3||||0",1,2020-11-11,2020-11-11,pdfs/pad-2020-00236-sirs-/PAD-2020-00236-SIRs-.pdf
12703/2020,"2020-11-12||2020-11-12||Greece/Turkey border||Island on Evros river, Greece/Turkey border||land||0||0||0||4",1,2020-11-12,2020-11-12,pdfs/pad-2020-00215/Canon_XVC07303_1583_001.pdf
12711/2022,||2022-06-29||Lithuania||Wooden area in Lithuania near a redacted border crossing unit (BCU) in operational area X2.||land||0||0||0||3,1,,,pdfs/pad-2025-00371/12711_2022.pdf
12723/2020,"2020-11-13||2020-11-11||Central Mediterranean Sea||Central Mediterranean Sea, near 33.3333333333, 12.3333333333||sea||6||||||0",1,2020-11-13,2020-11-13,pdfs/pad-2020-00236-sirs-/PAD-2020-00236-SIRs-.pdf
12725/2020,"2020-11-13||2020-11-13||Libyan SRR||Libyan Search and Rescue Region (SRR), near 33.3258333333, 12.9061111111||sea||2||||||0",1,2020-11-13,2020-11-13,pdfs/pad-2020-00236-sirs-/PAD-2020-00236-SIRs-.pdf
12773/2023,"2024-12-31||2023-06-15||Albania, Greece||Border area between Greece (Ioannina, Kalpaki) and Albania, including an Albanian migrant camp and a forest, and a Greek village near the border.||mixed||0||0||0||1",1,2024-12-31,2024-12-31,pdfs/pad-2025-00011-1/SIR_12773-2023_redacted_scanned.pdf
12784/2023,2024-03-12||2023-05-23||Maltese Search and Rescue Region||Maltese Search and Rescue Region||sea||||||||3,1,2024-03-12,2024-03-12,pdfs/12784_2023_final-report_redacted-1/12784_2023_final-report_redacted-1.pdf
12790/2020,"2020-11-22||2020-11-09||Greece, Turkey, Aegean Sea, Kos island||Sea area NE of Kos island, Aegean Sea, involving Greek and Turkish territorial waters.||sea||0||0||0||1",1,2020-11-22,2020-11-22,pdfs/pad-2020-00215/FW127902020.pdf
12790/2020,"2020-11-21||2020-11-09||Greece||Sea area NE of Kos island, Dodecanese, Greece||sea||0||0||0||1",1,2020-11-21,2020-11-21,pdfs/pad-2025-00339/12790-2020redacted2.pdf
12790/2020,"2020-11-21||2020-11-09||Aegean Sea, Greece (near Kos island)||Sea area northeast of Kos island, Greece||sea||0||0||0||3",1,2020-11-21,2020-11-21,pdfs/pad-2020-00215/Redacted_12790.pdf
12790/2020,"||2020-11-09||Kos Island, Greece||Greek territorial waters near Kos Island, Aegean Sea||mixed||0||0||0||2",1,,,pdfs/sea-borders-surveillance-report-2020-1/sea-borders-surveillance-report-2020-1.pdf
12791/2021,"2021-08-03||2021-07-30||Turkish SRR||Inside Turkish Search and Rescue Region (SRR), near Greece||sea||0||0||3||3",1,2021-08-03,2021-08-03,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12807/2020,"2020-11-24||2020-11-23||Greece||Operational Area, Greece||sea||1||0||0||0",1,2020-11-24,2020-11-24,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
12816/2022,"2022-11-14||2022-06-11||Albania, Greece border||Albanian territory, near Kakavia (border with Greece)||land||0||0||0||4",1,2022-11-14,2022-11-14,pdfs/pad-2025-00371/10548_12480_12816_12941_13269-2022.pdf
12816/2022,"2022-11-14||2022-06-17||Albania, Greece||Albanian-Greek border near Kakavia||land||0||0||0||4",1,2022-11-14,2022-11-14,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
12819/2022,2022-07-07||||Bulgaria-Turkey border||Bulgaria-Turkey border||land||||||||4,1,2022-07-07,2022-07-07,pdfs/pad-2022-00470/Documents2.pdf
12819/2022,2023-06-01||||Bulgaria-Türkiye border||Bulgaria-Türkiye border||land||||||||3,1,2023-06-01,2023-06-01,pdfs/pad-2023-00266/PAD-2023-00266_point_2.pdf
12819/2022,"2022-07-07||||Bulgaria-Turkey border||Bulgaria-Turkey border, near a Turkish village||land||0||1||0||4",1,2022-07-07,2022-07-07,pdfs/pad-2022-00465/Documents02.pdf
12819/2022,"2022-07-07||2022-07-06||Bulgaria-Turkey border area||Near the Turkey-Bulgaria border, in the vicinity of a Turkish village (name redacted).||land||0||1||0||4",1,2022-07-07,2022-07-07,pdfs/pad-2025-00371/11009_11760_12819_13800_14128-2022.pdf
12820/2022,"2022-07-07||2022-06-15||Evros river, Turkey/Greece border||Islets in Evros river, Turkey/Greece border||mixed||||||||1",1,2022-07-07,2022-07-07,pdfs/pad-2025-00371/13400_13372_12820-2022.pdf
12892/2021,"2021-08-10||2021-08-07||Italy||Sicilia, Italy||land||0||0||0||2",1,2021-08-10,2021-08-10,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12893/2021,2021-08-10||2021-08-05||Lithuania||Lithuanian soil near the border with Belarus||land||0||0||0||2,1,2021-08-10,2021-08-10,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12896/2021,2021-08-10||2021-08-06||Lithuania||Lithuanian soil near the border with Belarus||land||0||0||0||2,1,2021-08-10,2021-08-10,pdfs/pad-2022-00310/PAD-2022-00310-documents_1.pdf
12929/2024,"2024-11-29||2024-06-10||Croatia, Bosnia and Herzegovina||Border crossing points between Croatia and Bosnia and Herzegovina||land||||||||1",1,2024-11-29,2024-11-29,pdfs/pad-2025-00011-1/SIR_12929-2024_redacted_scanned.pdf
12939/2023,"2024-01-29||2023-07-07||Libyan Search and Rescue Region (SRR)||77 miles offshore Khoms, Libyan Search and Rescue Region||sea||0||0||0||1",1,2024-01-29,2024-01-29,pdfs/12939-2023-fro-final-report_redacted-1/12939-2023-fro-final-report_redacted-1.pdf
12941/2022,"2022-11-23||2022-06-17||Albania, Greece border||Albanian territory, near Kakavia BCU and Delvinaki, Greece||land||0||0||0||4",1,2022-11-23,2022-11-23,pdfs/pad-2025-00371/10548_12480_12816_12941_13269-2022.pdf
12941/2022,"2022-11-23||2022-06-21||Albania, Greece||Albanian-Greek border near Kakavia BCU||land||0||0||0||4",1,2022-11-23,2022-11-23,pdfs/pad-2023-00450/SIR_Albania_2022_part_2.pdf
12970/2022,"2022-10-19||2022-04-21||||During a return flight operation, involving multiple airports and in-flight incidents.||mixed||0||3||0||4",1,2022-10-19,2022-10-19,pdfs/pad-2025-00371/12970-2022.pdf
13019/2020,"2020-12-17||2019-08-18||Greece||Orestiada, Evros, Greece||land||||||||2",1,2020-12-17,2020-12-17,pdfs/pad-2025-00339/Redacted_13019-2020.pdf
13030/2020,"2020-12-18||2020-12-18||Lesvos||off Lesvos, Greece||sea||1||0||1||0",1,2020-12-18,2020-12-18,pdfs/pad-2022-00307-documents/pad-2022-00307-documents.pdf
13045/2022,2023-01-11||2022-06-05||Maltese SRR||Maltese Search and Rescue Region (SRR)||sea||||2||||4,1,2023-01-11,2023-01-11,pdfs/pad-2025-00367/13045_2022.pdf
13045/2022,"2023-01-11||2022-06-05||Libyan SRR, Maltese SRR||Sea area within Libyan and Maltese Search and Rescue Regions||sea||||||||4",1,2023-01-11,2023-01-11,pdfs/pad-2025-00475/13045_2022.pdf
13062/2021,"2021-08-21||2021-08-20||Sicily, Italy||Sea near Sicily, Italy||sea||1||||||0",1,2021-08-21,2021-08-21,pdfs/pad-2022-00394-documents/pad-2022-00394-documents.pdf
13079/2023,"||2023-07-07||Libyan Search and Rescue Region, Maltese Search and Rescue Region||Libyan SRR, intercepted in Maltese SRR||sea||||||||3",1,,,pdfs/12784_2023_final-report_redacted-1/12784_2023_final-report_redacted-1.pdf
13079/2023,"2024-03-13||2023-07-07||Maltese Search and Rescue Zone||Maltese Search and Rescue Zone, near 34.573356 N, 16.359444 E||sea||||||||3",1,2024-03-13,2024-03-13,"pdfs/pad-2025-00146/13079_2023_SIR_cat._1,_3_-_redacted.pdf"
