record_uid,sir_id,source_file,violation_index,violation_name,legal_basis,assessment
481,14067/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
479,14068/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
478,14069/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
477,14070/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
474,14076/2021,pdfs/pad-2022-00473-documents/pad-2022-00473-documents.pdf,0,Denial of entry/Pushback,"Protocol of the Government's session of 2 August 2021 and decision of the Minister of Interior, paragraph 3",likely
451,14128/2022,pdfs/pad-2022-00465/Documents02.pdf,0,Human dignity,art. 1 of the EU Charter of Fundamental Rights,possible
451,14128/2022,pdfs/pad-2022-00465/Documents02.pdf,1,Prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,possible
451,14128/2022,pdfs/pad-2022-00465/Documents02.pdf,2,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,possible
728,14129/2022,pdfs/pad-2025-00371/14129-2022.pdf,0,Human dignity,Article 1 of the EU Charter of Fundamental Rights,possible
728,14129/2022,pdfs/pad-2025-00371/14129-2022.pdf,1,Prohibition of inhuman and degrading treatment,Article 4 of the EU Charter of Fundamental Rights,possible
728,14129/2022,pdfs/pad-2025-00371/14129-2022.pdf,2,Prohibition of forced labour,Article 5(2) of the EU Charter of Fundamental Rights,unclear
728,14129/2022,pdfs/pad-2025-00371/14129-2022.pdf,3,Prohibition of collective expulsion,Article 19(1) of the EU Charter of Fundamental Rights,possible
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,0,Right to life and human dignity,"Articles 1 and 2 of the EU Charter of Fundamental Rights - ""the EU Charter""",not_stated
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,1,Right to integrity of the person,Article 3 of EU Charter,not_stated
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,2,Prohibition of inhuman or degrading treatment,Article 4 of the EU Charter,not_stated
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,3,Prohibition of collective expulsion,Article 19(1) of EU Charter,not_stated
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,4,Right to asylum,Article 18 of EU Charter,not_stated
729,14149/2021,pdfs/pad-2025-00371/14149-2021.pdf,5,Non-refoulement,Article 19 (2) of EU Charter,not_stated
767,14175/2024,pdfs/pad-2025-00428/14175_2024.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,unclear
771,14196/2024,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf,0,Access to asylum,Article 18 of the Charter of Fundamental Rights of the European Union,likely
771,14196/2024,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf,1,"Protection in the event of removal, expulsion or extradition",Article 19 of the Charter of Fundamental Rights of the European Union,unclear
771,14196/2024,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf,2,Rights of the child,Article 24 of the Charter of Fundamental Rights of the European Union,not_stated
771,14196/2024,pdfs/pad-2025-00428/SIR_14196.2024_Final_redacted.pdf,3,Right to healthcare/medical treatment,Article 35 of the Charter of Fundamental Rights of the European Union,likely
595,14242/2024,pdfs/pad-2025-00151-1/SIR_14242-2024.pdf,0,Prohibition of inhuman or degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
595,14242/2024,pdfs/pad-2025-00151-1/SIR_14242-2024.pdf,1,Right to property,Article 17(1) of the Charter of Fundamental Rights of the European Union,likely
595,14242/2024,pdfs/pad-2025-00151-1/SIR_14242-2024.pdf,2,Prohibition of collective expulsion,Article 19 of the Charter of Fundamental Rights of the European Union,likely
595,14242/2024,pdfs/pad-2025-00151-1/SIR_14242-2024.pdf,3,Right to asylum,Article 18 of the Charter of Fundamental Rights of the European Union,likely
730,14272/2022,pdfs/pad-2025-00371/14272-2022.pdf,0,prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights and Article 4 of the Charter of Fundamental Rights of the European Union,unclear
730,14272/2022,pdfs/pad-2025-00371/14272-2022.pdf,1,human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,unclear
586,14278/2024,pdfs/pad-2025-00085/14278_2024_SI_Report_redacted.pdf,0,Violation of Code of Conduct applicable to all persons participating in Frontex operational activities,Art. 6 - Performance of duties,likely
596,14308/2024,pdfs/pad-2025-00220/14308_2024_FINAL_SIR_CAT_1_redacted.pdf,0,Right to property,Article 1 of Protocol No. 1 of the European Convention on Human Rights (ECHR),likely
428,14310/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,0,Situations of potential violations of Fundamental Rights or international protection obligations,,not_stated
428,14310/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,1,Situations with serious actual or potential negative implications on Frontex core tasks,,not_stated
547,14331/2024,pdfs/pad-2025-00011-1/14331_2024_Final_SIR_Cat._1-_JO_Greece_2024_-_Alleged_abuse_and_collective_expulsion_of_migrants_in_Evros_pr&sc.pdf,0,Prohibition of collective expulsion,Article 19(1) of the Charter of Fundamental Rights of the European Union,likely
547,14331/2024,pdfs/pad-2025-00011-1/14331_2024_Final_SIR_Cat._1-_JO_Greece_2024_-_Alleged_abuse_and_collective_expulsion_of_migrants_in_Evros_pr&sc.pdf,1,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,unclear
582,14377/2024,pdfs/pad-2025-00076_157/SIR_14377-2024_redacted.pdf,0,Right to life,Article 6 of the International Covenant on Civil and Political Rights,likely
582,14377/2024,pdfs/pad-2025-00076_157/SIR_14377-2024_redacted.pdf,1,"Principle of disembarkation and delivery to a ""place of safety""","Annex 34 of the Resolution MSC. 167(78), Guidelines on the Treatment of Persons Rescued at Sea of the International Maritime Organization",likely
359,14400/2021,pdfs/pad-2022-00328/Documents_1.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
359,14400/2021,pdfs/pad-2022-00328/Documents_1.pdf,1,Right to integrity of the person,Article 3 of the Charter of Fundamental Rights of the European Union,possible
359,14400/2021,pdfs/pad-2022-00328/Documents_1.pdf,2,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
605,14453/2024,pdfs/pad-2025-00330-1/14453__2024_Final_SIR_Cat_1_-_JO_Greece_2024.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
605,14453/2024,pdfs/pad-2025-00330-1/14453__2024_Final_SIR_Cat_1_-_JO_Greece_2024.pdf,1,Prohibition of collective expulsion,Article 19 (1) of the Charter of Fundamental Rights of the European Union,unclear
427,14498/2021,pdfs/pad-2022-00454-documents/pad-2022-00454-documents.pdf,0,Situations of potential violations of Codes of Conduct provisions,,not_stated
583,14546/2024,pdfs/pad-2025-00076_157/SIR_14546-2024_redacted.pdf,0,Prohibition of torture or inhuman or degrading treatment or punishment,Article 3 of the European Convention on Human Rights,likely
360,14577/2021,pdfs/pad-2022-00328/Documents_1.pdf,0,Human dignity,Article 1 of the Charter of Fundamental Rights of the European Union,possible
360,14577/2021,pdfs/pad-2022-00328/Documents_1.pdf,1,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,possible
360,14577/2021,pdfs/pad-2022-00328/Documents_1.pdf,2,Right to integrity of the person,Article 3 of the Charter of Fundamental Rights of the European Union,possible
360,14577/2021,pdfs/pad-2022-00328/Documents_1.pdf,3,Prohibition of inhuman and degrading treatment,"Article 4 of the Charter of Fundamental Rights of the European Union, Article 7 of the International Covenant on Civil and Political Rights",possible
360,14577/2021,pdfs/pad-2022-00328/Documents_1.pdf,4,"Obligation to conduct rescue operations in accordance with international human rights standards and maritime law obligations, including disembarkation in a place of safety",SAR and SOLAS Conventions,possible
612,14629/2024,pdfs/pad-2025-00330-1/SIR_14629_2024__redacted_2.0_final.pdf,0,Safeguards linked to the right to respect for privacy and family life,art. 7 of the EU Charter of Fundamental Rights,likely
612,14629/2024,pdfs/pad-2025-00330-1/SIR_14629_2024__redacted_2.0_final.pdf,1,Safeguards linked to the right to protection of personal data,art. 8 of the EU Charter of Fundamental Rights,likely
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,0,"Potential violation of EU and international law, related to Fundamental Rights and international protection obligations, human dignity, principle of non-refoulement, prohibition of collective expulsion, and the rights of the child, with particular concern for the right to life and health of vulnerable persons (children, one seriously ill) in harsh winter conditions.",EU and international law,possible
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,1,Potential violation of the Frontex Code of Conduct,Frontex Code of Conduct (CoC),possible
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,2,National emergency measures derogating from the EU asylum acquis must be necessary and proportionate as well as consistent with Lithuania's human and fundamental rights obligations.,"EU asylum acquis, Lithuania's human and fundamental rights obligations",unclear
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,3,Failure to ensure asylum-seekers have a right to lodge an asylum application,EU obligations (Article 6 (2) of the APD),unclear
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,4,"Practices of ""prevention of entry"" amounting to a breach of the prohibition of collective expulsion",Article 4 of Protocol No. 4 to the ECHR and Article 19 (1) of the EU Charter,likely
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,5,Failure to take specific needs of vulnerable persons into consideration,Article 24(3) of the APD,unclear
731,14656/2021,pdfs/pad-2025-00371/14656-2021.pdf,6,"Asylum-seekers denied entry at the Lithuanian border exposed to a serious risk of ""chain-refoulement"" and inhuman or degrading treatment",Article 4 of the ECHR and 19(2) of the EU Charter,likely
613,14659/2024,pdfs/pad-2025-00330-1/SIR_14659_2024_JO_Albania_Land_2024_Final_Report.pdf,0,Right to property,Article 1 of Protocol No. 1 of the European Convention on Human Rights (ECHR),likely
768,14676/2024,pdfs/pad-2025-00428/Final_SIR_14676_2024_redacted2.pdf,0,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,unclear
732,14692/2021,pdfs/pad-2025-00371/14692_2021.pdf,0,Collective expulsion / Pushback,Article 19 of the EU Charter; European Court of Human Rights (ECtHR) rulings,unclear
732,14692/2021,pdfs/pad-2025-00371/14692_2021.pdf,1,Degrading treatment,Article 4 of the EU Charter; European Court of Human Rights (ECtHR) definition,unclear
733,14717/2021,pdfs/pad-2025-00371/14717-2021.pdf,0,Violation of Fundamental Rights or international protection obligations,"EU and international law, human dignity, principle of non-refoulement, prohibition of collective expulsion",possible
733,14717/2021,pdfs/pad-2025-00371/14717-2021.pdf,1,Collective expulsion,Article 19 of the EU Charter,likely
733,14717/2021,pdfs/pad-2025-00371/14717-2021.pdf,2,Degrading treatment,Article 4 of the EU Charter,possible
733,14717/2021,pdfs/pad-2025-00371/14717-2021.pdf,3,Lack of access to an effective remedy,Article 47 of the EU Charter,likely
606,14717/2024,pdfs/pad-2025-00330-1/14717_2024_Final_SIR_CAT.1__JO_Greece_2024.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
607,14771/2024,pdfs/pad-2025-00330-1/14771_2024_-_redacted.pdf,0,Obligation to conduct rescue operations,international human rights standards and maritime law obligations (SAR and SOLAS conventions),not_stated
607,14771/2024,pdfs/pad-2025-00330-1/14771_2024_-_redacted.pdf,1,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
597,14791/2024,pdfs/pad-2025-00220/FINAL_SIR_CAT_1_14791_2024_-_Lithuania_redacted.pdf,0,Right to asylum,Article 18 of the EU Charter of Fundamental Rights,unclear
652,14850/2022,pdfs/pad-2025-00367/14850_2022.pdf,0,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights and art. 4 of Protocol No. 4 to the European Convention on Human Rights,possible
652,14850/2022,pdfs/pad-2025-00367/14850_2022.pdf,1,Right to an effective remedy,art. 47 of the EU Charter,possible
652,14850/2022,pdfs/pad-2025-00367/14850_2022.pdf,2,Prohibition of refoulement,art. 19 (2) of the EU Charter,possible
614,14877/2024,pdfs/pad-2025-00330-1/SIR_14877_2024_JO_Albania_Land_2024_Final_Report.pdf,0,Right to property,Article 1 of Protocol No. 1 of the European Convention on Human Rights (ECHR),likely
614,14877/2024,pdfs/pad-2025-00330-1/SIR_14877_2024_JO_Albania_Land_2024_Final_Report.pdf,1,Prohibition of degrading treatment,Article 3 of the European Convention on Human Rights (ECHR),likely
548,14925/2024,pdfs/pad-2025-00011-1/14925_2024_Final_SIR_-_rps.pdf,0,"Prohibition of torture or cruel, inhuman or degrading treatment or punishment",Article 7 of the International Covenant on Civil and Political Rights,likely
548,14925/2024,pdfs/pad-2025-00011-1/14925_2024_Final_SIR_-_rps.pdf,1,"Principle of disembarkation and delivery to a ""place of safety""","Annex 34 of the Resolution MSC.167(78), Guidelines on the Treatment of Persons Rescued at Sea of the International Maritime Organization",likely
526,14951/2023,pdfs/pad-2024-00234/SIR_14951_2023_rps.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,likely
526,14951/2023,pdfs/pad-2024-00234/SIR_14951_2023_rps.pdf,1,Prohibition of inhuman and degrading treatment,Article 4 of the Charter of Fundamental Rights of the European Union,likely
526,14951/2023,pdfs/pad-2024-00234/SIR_14951_2023_rps.pdf,2,Prohibition of collective expulsion,Article 19 (1) of the Charter of Fundamental Rights of the European Union,likely
773,14995/2024,pdfs/pad-2025-00428/SIR_14995_2024_.pdf,0,Right to life,Article 2 of the Charter of Fundamental Rights of the European Union,not_stated
34,15/2015,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf,0,SIR with suspected violation of fundamental rights/international protection obligations - BGR police allegedly returned migrants to TUR,,likely
82,151/2015,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf,0,Alleged violation of fundamental rights,,not_stated
527,15338/2023,pdfs/pad-2024-00234/SIR_15338_2023_rps.pdf,0,Right to life,art. 2 of the EU Charter of Fundamental Rights,likely
527,15338/2023,pdfs/pad-2024-00234/SIR_15338_2023_rps.pdf,1,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,unclear
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,0,Human dignity,art. 1 of the EU Charter of Fundamental Rights,likely
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,1,Prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,likely
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,2,Right to liberty and security,art. 6 of the EU Charter of Fundamental Rights,likely
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,3,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,unclear
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,4,Right to asylum,art. 18 of the EU Charter of Fundamental Rights,not_stated
653,15368/2022,pdfs/pad-2025-00367/15368_2022.pdf,5,Right to an effective remedy,art. 47 of the EU Charter of Fundamental Rights,likely
654,15549/2022,pdfs/pad-2025-00367/15549_2022.pdf,0,Right to life,art. 2 of the EU Charter of Fundamental Rights,unclear
654,15549/2022,pdfs/pad-2025-00367/15549_2022.pdf,1,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,unclear
528,15676/2023,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf,0,Human Dignity,art. 1 of the EU Charter of Fundamental Rights,possible
528,15676/2023,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf,1,Right to life,art. 2 of the EU Charter of Fundamental Rights,possible
528,15676/2023,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf,2,Prohibition of torture and inhuman or degrading treatment or punishment,art. 4 of the EU Charter of Fundamental Rights,possible
528,15676/2023,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf,3,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,likely
528,15676/2023,pdfs/pad-2024-00234/SIR_15676_2023_rps.pdf,4,Right to property,Article 17 of the EU Charter of Fundamental Rights,possible
12,15910/2023,pdfs/15910_2023-final-sir-cat-12/15910_2023-final-sir-cat.-12.pdf,0,"Freedom of thought, conscience and religion",Article 10 of the Charter of Fundamental Rights of the European Union,likely
12,15910/2023,pdfs/15910_2023-final-sir-cat-12/15910_2023-final-sir-cat.-12.pdf,1,Non-discrimination,Article 21 of the Charter of Fundamental Rights of the European Union,unclear
12,15910/2023,pdfs/15910_2023-final-sir-cat-12/15910_2023-final-sir-cat.-12.pdf,2,Respect for private and family life,Article 7 of the Charter of Fundamental Rights of the European Union,likely
12,15910/2023,pdfs/15910_2023-final-sir-cat-12/15910_2023-final-sir-cat.-12.pdf,3,Coercion/Threats,,likely
13,15914/2023,pdfs/15914_2023-final-sir-cat1/15914_2023-final-sir-cat.1.pdf,0,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,possible
13,15914/2023,pdfs/15914_2023-final-sir-cat1/15914_2023-final-sir-cat.1.pdf,1,Prohibition of collective expulsion,Article 4 of Protocol No 4 to the European Convention on Human Rights,likely
14,15942/2023,pdfs/15942_2023-final-sir-cat1/15942_2023-final-sir-cat.1.pdf,0,Prohibition of collective expulsion,Article 4 Protocol No 4 to the ECHR,possible
14,15942/2023,pdfs/15942_2023-final-sir-cat1/15942_2023-final-sir-cat.1.pdf,1,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,possible
533,15946/2023,pdfs/pad-2024-00314/SIR_15946_2023_Final_Report_rps.pdf,0,Prohibition of inhuman or degrading treatment,Article 3 of the European Convention on Human Rights,likely
533,15946/2023,pdfs/pad-2024-00314/SIR_15946_2023_Final_Report_rps.pdf,1,Prohibition of collective expulsion,Article 4 Protocol No 4 to the European Convention on Human Rights,possible
555,15957/2023,pdfs/pad-2025-00011-1/Final_SIR_15957-2023_SPed.pdf,0,Prohibition of inhuman and degrading treatment,art. 4 of the EU Charter of Fundamental Rights,likely
555,15957/2023,pdfs/pad-2025-00011-1/Final_SIR_15957-2023_SPed.pdf,1,Prohibition of collective expulsion,art. 19 (1) of the EU Charter of Fundamental Rights,likely
35,18/2015,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf,0,Alleged violation of Fundamental Rights,,likely
83,184/2015,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf,0,Alleged violation of fundamental rights - unprocessed return,,not_stated
30,19/2015,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf,0,Female migrants allegedly beaten by Bulgarian police guard,,likely
84,226/2015,pdfs/pad-2020-00089-documents/PAD-2020-00089-Documents.pdf,0,Alleged violation of fundamental rights - unprocessed return,,not_stated
86,331/2016,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf,0,Allegations on violation of Fundamental Rights,,not_stated
87,337/2016,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf,0,Received information on alleged violation of Fundamental Rights,,not_stated
88,341/2016,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf,0,Alleged violation of FR: Unprocessed return from Greece to Turkey,,not_stated
89,360/2016,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf,0,"Information from open sources about ""Citizen's arrest"" of migrants at the BGR - TUR land border",,not_stated
90,361/2016,pdfs/pad-2020-00113-documents/PAD-2020-00113_-_Documents.pdf,0,Information obtained during an interview about alleged violation of Fundamental Rights,,not_stated
32,3884/2015,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf,0,Fundamental Rights,,likely
113,439/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,0,"Lack of adequate reception conditions (shelter, food, sanitation)",Implied by '2 Fundamental Rights' category,likely
114,453/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,0,Physical assault/ill-treatment,Implied by '2 Fundamental Rights' category,likely
114,453/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,1,"Inhumane treatment/conditions (food, dignity)",Implied by '2 Fundamental Rights' category,likely
36,48/2015,pdfs/pad-2020-00037-1/PAD-2020-00037-Documents.pdf,0,Claimed violation of fundamental rights,,unclear
115,488/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,0,Strip search/forced undressing (including children),Implied by '2 Fundamental Rights' category,likely
115,488/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,1,Physical assault/ill-treatment,Implied by '2 Fundamental Rights' category,likely
115,488/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,2,Forced asylum application/fingerprinting,Implied by '2 Fundamental Rights' category,likely
116,502/2016,pdfs/pad-2020-00133-documents/PAD-2020-00133_documents.pdf,0,"Lack of adequate reception conditions (shelter, food, sanitation)",Implied by '2 Fundamental Rights' category,likely
123,520/2016,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf,0,Child abuse,Fundamental Rights,likely
124,542/2017,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf,0,Use of force against migrant,Fundamental Rights,unclear
125,591/2017,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf,0,Sexual abuse,Fundamental Rights,likely
126,606/2017,pdfs/pad-2020-00157-documents/PAD-2020-00157-documents.pdf,0,Refoulement,Fundamental Rights,likely
171,652/2017,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Violence / Push-back,,possible
172,676/2017,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Unprocessed return,,possible
172,676/2017,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,1,Violence,,possible
173,788/2018,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Push Back,,possible
173,788/2018,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,1,Assault,,possible
173,788/2018,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,2,Inhuman treatment,,possible
173,788/2018,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,3,Theft,,possible
174,798/2018,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Forced back / Push-back,,possible
175,829/2019,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Fundamental Right violation,,possible
175,829/2019,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,1,Theft (mobile phones),,possible
175,829/2019,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,2,Lack of registration / documentation,,possible
175,829/2019,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,3,Push-back,,possible
176,830/2019,pdfs/pad-2020-00171-documents/PAD-2020-00171-documents.pdf,0,Push-back,,possible
273,863/2019,pdfs/pad-2020-00217/Doc_16.pdf,0,Alleged violations of Code of Conduct,Code of Conduct,likely
273,863/2019,pdfs/pad-2020-00217/Doc_16.pdf,1,"Vulgar, obscene or otherwise offensive speech",Art. 10 d) of Frontex Code of Conduct,likely
273,863/2019,pdfs/pad-2020-00217/Doc_16.pdf,2,Physical assault and violence,Code of Conduct,likely
